#!Stats	378333	0.416580
#A+DQ083238
>A+DQ083238 9699 1=A1+AF004885.fa 2=A1+AF069670.fa 3=A1+AF484509.fa 4=A1+U51190.fa 5=A2+AF286237.fa 6=A2+AF286238.fa 7=B+AY173951.fa 8=B+AY331295.fa 9=B+AY423387.fa 10=B+K03455.fa 11=C+AF067155.fa 12=C+AY772699.fa 13=C+U46016.fa 14=C+U52953.fa 15=D+AY371157.fa 16=D+K03454.fa 17=D+U88824.fa 18=F1+AF005494.fa 19=F1+AF075703.fa 20=F1+AF077336.fa 21=F1+AJ249238.fa 22=F2+AF377956.fa 23=F2+AJ249236.fa 24=F2+AJ249237.fa 25=F2+AY371158.fa 26=G+AF061641.fa 27=G+AF061642.fa 28=G+AF084936.fa 29=H+AF005496.fa 30=H+AF190127.fa 31=H+AF190128.fa 32=J+AF082394.fa 33=J+AF082395.fa 34=K+AJ249235.fa 35=K+AJ249239.fa 36=N+AJ006022.fa 37=N+AJ271370.fa 38=N+AY532635.fa 39=O+AJ302647.fa 40=O+AY169812.fa 41=O+L20571.fa 42=O+L20587.fa
1008	1009	19	29,30
1010	1010	17	2,29,30
1011	1012	16	1,2,29,30
1013	1014	14	1,2,15,29,30
1015	1016	12	1,2,3,15,29,30,31
1017	1017	10	1,2,3,15,29,30,31,38
1018	1018	9	1,2,3,4,6,10,15,16,29,30,31,38
1019	1019	8	1,2,3,4,6,8,10,15,16,18,22,24,25,29,30,31,32,33,34,35,38
1020	1031	19	23
1032	1032	9	13
1033	1033	8	13,14
1034	1034	8	34
1035	1036	9	16
1037	1037	7	4,6,7,12,15,16,17,27,28,30,32,36,37
1038	1039	11	26
1040	1041	9	26,42
1042	1043	23	18,35
1044	1057	33	30
1058	1066	19	3,30
1067	1067	11	7,24
1068	1069	10	7,13,24,28
1070	1070	8	5,6,7,8,13,24,28
1071	1071	8	18,42
1072	1073	9	33
1074	1074	9	15
1075	1077	12	29
1078	1078	9	29,30,35
1079	1082	10	13
1083	1084	9	30
1085	1085	7	14,24,27,30
1086	1087	20	19
1088	1090	18	19,21
1091	1091	15	10,19,21
1092	1092	31	4
1093	1094	33	1
1095	1115	31	1,2
1116	1117	10	1,2,30,31,33
1118	1119	9	29,36,40,42
1120	1121	8	26
1122	1122	6	22,26
1123	1123	8	30,38
1124	1124	8	14,21,22,23,25,27
1125	1125	9	7
1126	1126	9	33
1127	1127	8	2,3,5,13,18,20,30,31,33,34,36
1128	1128	10	9
1129	1131	9	9,26
1132	1132	9	39
1133	1133	9	11,13,14,25
1134	1141	19	2
1142	1142	11	2,39
1143	1143	10	2,3,39
1144	1147	12	7
1148	1148	8	4,7,9,15,23,25,30,32
1149	1149	8	1
1150	1150	10	4,6
1151	1151	10	41
1152	1158	15	11
1159	1161	11	13
1162	1162	8	13,21,26
1163	1163	7	10,13,14,21,26,39
1164	1165	9	28
1166	1167	9	19,22,24,33,35
1168	1168	7	11,12,19,22,24,33,35
1169	1169	9	13,14,29,31,32
1170	1170	8	2,6,13,14,29,30,31,32
1171	1171	7	2,6,13,14,26,29,30,31,32,39
1172	1172	7	36,37,38
1173	1173	6	5,6,36,37,38
1174	1174	6	27
1175	1175	5	9,20,21,27,31
1176	1176	5	22
1177	1177	7	4,15,17,40
1178	1178	23	18,25
1179	1179	22	18,22,25,35
1180	1188	28	23,28
1189	1192	21	9
1193	1201	17	9,11,32,33
1202	1204	11	18,19,20,22,25,34
1205	1205	8	7,16,18,19,20,22,25,34,39,42
1206	1210	22	12
1211	1211	21	14
1212	1212	20	2,14
1213	1213	22	6
1214	1215	21	6,34
1216	1218	21	27
1219	1220	18	27,28
1221	1228	16	26,27,28,29
1229	1229	8	1,3,7,8,9,10,13,16,18,19,24,26,27,28,29,39,42
1230	1230	8	5
1231	1231	8	7
1232	1232	7	7,11
1233	1234	9	8
1235	1235	10	5,23
1236	1236	9	5,23,34,35
1237	1237	8	5,12,13,19,23,32,33,34,35
1238	1238	8	19,26,27,28
1239	1239	8	39
1240	1243	18	14
1244	1245	20	3
1246	1246	25	13
1247	1253	32	11
1254	1255	30	12
1256	1271	32	17
1272	1276	25	31
1277	1279	20	8,31
1280	1288	71	11
1289	1337	89	14
1338	1351	58	18
1352	1358	44	11,18
1359	1360	37	11,13,18,19,20
1361	1365	35	11,13,18,19,20,30,31
1366	1366	30	7,10,11,13,16,18,19,20,22,24,30,31,34,35
1367	1367	29	7,8,10,11,13,16,18,19,20,22,24,30,31,34,35
1368	1368	28	7,8,9,10,11,13,15,16,18,19,20,22,24,30,31,34,35
1369	1372	27	7,8,9,10,11,13,15,16,17,18,19,20,22,23,24,30,31,34,35
1373	1373	23	7,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24,30,31,34,35
1374	1378	22	7,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24,25,30,31,34,35
1379	1387	17	7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,30,31,34,35
1388	1388	9	4
1389	1389	8	1,4,32
1390	1390	9	2
1391	1391	9	3,42
1392	1393	11	42
1394	1396	11	37
1397	1397	9	2,5,6,11,14,22,23,24,25,30,31,33,34,35
1398	1398	9	4,32
1399	1401	9	36
1402	1402	6	3,12,36
1403	1403	7	1,10
1404	1404	9	23
1405	1405	8	4,5,6,7,13,21,22,23,27,29,32,33,34,35
1406	1406	11	37
1407	1407	10	37,38
1408	1408	9	3,4,37,38
1409	1414	20	12
1415	1419	14	11,12
1420	1420	9	11,12,13,18
1421	1421	9	24
1422	1423	8	22,24,25
1424	1424	8	7
1425	1425	8	1,2,3
1426	1429	13	40
1430	1440	33	12
1441	1450	36	32
1451	1452	26	7,10,16,32
1453	1463	25	11
1464	1466	22	13
1467	1470	19	13,29
1471	1472	15	12,13,14,29
1473	1477	13	12,13,14,29,35
1478	1478	8	2,3,4,5,6,7,9,10,12,13,14,15,16,27,29,30,31,35
1479	1479	7	2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20,27,29,30,31,35,42
1480	1480	6	1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20,21,22,25,27,29,30,31,35,42
1481	1481	8	26,37
1482	1482	7	4,26,37
1483	1483	8	23,24,34
1484	1484	7	10,23,24,34
1485	1485	7	32,33
1486	1486	9	39,42
1487	1501	52	5,7,9,10
1502	1513	48	16,25
1514	1515	38	13
1516	1525	36	13,31
1526	1532	26	13,29,31
1533	1535	19	4,13,29,31
1536	1538	16	4,13,29,30,31
1539	1539	13	4,13,23,29,30,31
1540	1543	12	3,4,13,23,29,30,31,32,33
1544	1546	10	12,22,24,25
1547	1548	9	31,34
1549	1549	7	15,30,31,34
1550	1551	9	37
1552	1552	7	1,37,38
1553	1553	9	32
1554	1555	9	6
1556	1556	9	36,37
1557	1558	19	11
1559	1564	17	11,13
1565	1570	32	6,34
1571	1576	27	16
1577	1579	59	11
1580	1635	110	14
1636	1690	96	12
1691	1705	62	11
1706	1729	47	11,13
1730	1731	44	33
1732	1753	60	14
1754	1789	46	7,10
1790	1792	22	31
1793	1811	53	11
1812	1820	34	11,35
1821	1846	64	3
1847	1862	44	5
1863	1865	31	2
1866	1879	37	1
1880	1885	23	1,4
1886	1888	17	1,3,4
1889	1894	14	1,3,4,20
1895	1896	8	1,2,3,4,20
1897	1897	7	37
1898	1899	7	20,23,24,32,34,36,37
1900	1900	6	29
1901	1903	8	7,8,9,10,12,13,14,15,17,18,21,22,23,24,25,26,28,30,34,35,38,41
1904	1904	7	2,3,4
1905	1905	6	2,3,4,6,27,33,37
1906	1906	8	24
1907	1907	8	5,6,19,29,31
1908	1908	9	39,40,42
1909	1909	10	11,32,33
1910	1910	10	38
1911	1911	45	1
1912	1944	44	1,4
1945	1945	11	1,3,4
1946	1946	10	1,3,4,22,25
1947	1947	9	1,3,4,14,22,25
1948	1948	11	9
1949	1950	10	6,9
1951	1951	10	13,26
1952	1952	9	12,13,26
1953	1953	8	7,12,13,26,33
1954	1954	8	5,6,10
1955	1956	9	13
1957	1957	23	4
1958	1959	22	4,17
1960	1960	20	4,6,15,17
1961	1961	19	4,5,6,15,17,23
1962	1963	18	2,4,5,6,15,17,23
1964	1964	16	2,4,5,6,15,17,23,28
1965	1966	15	1,2,3,4,5,6,15,17,22,23,25,28
1967	1967	13	1,2,3,4,5,6,15,17,22,23,25,28,35
1968	1968	12	1,2,3,4,5,6,11,15,17,22,23,25,28,29,35
1969	1969	11	1,2,3,4,5,6,11,13,15,17,22,23,25,28,29,35
1970	1972	10	1,2,3,4,5,6,11,13,15,17,22,23,24,25,28,29,35
1973	1976	11	26,30,31
1977	1978	9	12
1979	1980	9	41
1981	1982	18	1,2,3
1983	1988	16	1,2,3,34
1989	1990	10	1,2,3,5,34
1991	1991	9	17
1992	1992	8	9,17
1993	1993	10	7,8,9,10,14,15,20,26,30,32,33
1994	1995	9	7,8,9,10,12,14,15,20,26,30,32,33
1996	1998	10	40
1999	1999	7	12,40
2000	2044	62	2
2045	2047	20	1
2048	2049	20	3
2050	2065	27	11,12
2066	2068	29	7
2069	2071	26	7,19,20,21,25
2072	2073	23	2,7,15,19,20,21,25
2074	2074	21	1,2,7,15,17,19,20,21,25
2075	2075	20	1,2,7,10,15,17,19,20,21,25
2076	2076	19	1,2,7,10,15,17,19,20,21,22,25,30,36
2077	2077	18	1,2,6,7,10,15,17,19,20,21,22,24,25,27,30,32,33,34,36
2078	2079	17	1,2,3,6,7,10,11,12,15,17,19,20,21,22,23,24,25,27,28,30,31,32,33,34,36
2080	2080	17	38
2081	2088	16	37,38
2089	2089	8	23,24,29,30,37,38
2090	2091	8	9
2092	2094	9	26
2095	2095	6	26,27,31
2096	2098	15	16
2099	2101	12	9,16
2102	2102	10	26
2103	2109	39	2
2110	2128	42	3
2129	2153	44	1
2154	2161	19	1,11
2162	2164	11	1,11,32,35
2165	2165	9	9,14,16,17,23,28,29,30,33,34
2166	2166	9	6,8,19,20,21,24,25,26,27,31
2167	2168	9	39
2169	2170	9	5,31
2171	2171	8	40
2172	2172	7	40,41
2173	2173	9	4,37
2174	2174	9	19,20,21
2175	2175	9	36
2176	2176	8	31,36
2177	2177	8	39,40
2178	2179	10	22
2180	2180	8	18,22,41
2181	2181	8	1
2182	2182	7	1,30
2183	2183	8	4,13,19,24,25,26,28,29,35,42
2184	2184	9	27
2185	2185	9	39
2186	2186	9	38
2187	2187	8	11,38
2188	2188	9	5,15,32,40
2189	2189	8	5,15,18,32,40
2190	2190	8	10,14,17
2191	2191	8	37
2192	2199	31	2
2200	2200	23	2,4
2201	2205	22	2,3,4
2206	2206	17	2,3,4,18,20,21
2207	2209	16	2,3,4,18,20,21,22,23,24,25
2210	2211	13	1,2,3,4,18,20,21,22,23,24,25,28
2212	2212	11	1,2,3,4,18,19,20,21,22,23,24,25,28
2213	2213	10	1,2,3,4,16,18,19,20,21,22,23,24,25,28
2214	2214	9	1,2,3,4,8,14,16,18,19,20,21,22,23,24,25,28,33,34,35,40,42
2215	2217	9	6
2218	2218	8	2,39
2219	2219	8	8,32
2220	2220	10	7
2221	2222	10	10,13,31
2223	2223	8	10,13,29,31,36
2224	2226	11	1,2
2227	2228	14	12
2229	2232	12	11,12
2233	2233	8	11,12,18,21,23,24,25,28,34,40,42
2234	2234	8	38
2235	2235	9	9,10,16
2236	2237	10	14
2238	2238	8	14,41
2239	2239	9	25,27
2240	2240	8	6,20,25,27,39
2241	2241	9	32,33
2242	2243	36	16
2244	2244	37	15
2245	2271	46	31
2272	2274	23	2
2275	2281	28	26,27
2282	2285	31	15
2286	2304	67	1
2305	2305	48	1,19
2306	2308	47	1,4,19
2309	2311	46	32
2312	2349	47	21
2350	2352	9	21,33
2353	2353	7	1,2,3,4,7,9,10,11,12,15,16,18,19,20,21,24,25,29,31,35,36,37,38
2354	2354	9	5,13,14,30,32,33,34
2355	2355	8	5,13,14,30,32,33,34,41,42
2356	2356	7	5,6,13,14,30,32,33,34,41,42
2357	2359	21	22,25
2360	2360	43	33
2361	2362	54	4
2363	2400	55	1
2401	2413	27	2
2414	2415	14	2,3
2416	2418	12	2,3,4
2419	2419	9	1,2,3,4,6,9,12
2420	2420	8	1,2,3,4,6,7,8,9,10,12,15
2421	2421	7	1,2,3,4,5,6,7,8,9,10,12,15
2422	2422	6	1,2,3,4,5,6,7,8,9,10,12,15,20,24,27,28
2423	2423	6	12,13,14,16,17,18,19,21,22,30,31,32,34,40,42
2424	2424	7	8,39
2425	2425	8	6,11
2426	2426	7	6,11,41,42
2427	2427	6	6,11,15,36,41,42
2428	2428	21	35
2429	2433	24	2,4,12
2434	2434	19	2,4,11,12,13,14
2435	2439	22	5
2440	2443	20	6
2444	2453	19	28
2454	2458	54	2
2459	2469	58	1
2470	2470	47	1,34
2471	2473	46	1,14,34
2474	2480	43	1,14,33,34
2481	2502	36	1,12,14,33,34
2503	2505	14	1,12,13,14,33,34
2506	2508	11	1,12,13,14,32,33,34
2509	2517	27	18
2518	2533	101	1
2534	2541	85	1,2
2542	2559	77	1,2,25
2560	2604	68	35
2605	2608	23	8,35
2609	2616	19	8,15,35
2617	2617	11	8,15,35,39,40,41,42
2618	2618	10	8,15,35,38,39,40,41,42
2619	2619	9	8,15,26,35,38,39,40,41,42
2620	2624	26	1,28,31
2625	2627	21	1,14,28,31
2628	2628	18	1,12,14,28,31
2629	2629	17	1,5,6,11,12,14,15,16,18,19,22,23,27,28,29,31,32,33,35
2630	2635	16	1,2,3,4,5,6,11,12,14,15,16,18,19,22,23,27,28,29,31,32,33,35
2636	2636	10	1,2,3,4,5,6,11,12,14,15,16,18,19,22,23,27,28,29,30,31,32,33,35
2637	2637	9	1,2,3,4,5,6,11,12,13,14,15,16,18,19,22,23,27,28,29,30,31,32,33,35
2638	2639	8	1,2,3,4,5,6,11,12,13,14,15,16,18,19,20,22,23,27,28,29,30,31,32,33,35
2640	2640	8	16
2641	2641	7	16,20,27,28
2642	2642	8	17
2643	2643	8	1,3,7,9,10,15,18,19,21,24,25,26
2644	2644	7	1,3,7,9,10,14,15,17,18,19,21,24,25,26,42
2645	2645	8	34,41
2646	2646	10	30,31
2647	2649	10	1,2,3,4,5,6,11,12,13,14,15,18,19,20,23,35
2650	2650	7	1,2,3,4,5,6,11,12,13,14,15,18,19,20,23,24,25,34,35
2651	2651	7	17
2652	2652	7	1,7,10,36
2653	2653	6	1,7,10,36,37,38,39,40
2654	2654	6	41
2655	2655	7	2,4,33
2656	2656	9	22
2657	2657	8	16,22,26,27,28,29,30
2658	2658	25	18
2659	2659	24	7,18
2660	2664	23	7,18,36
2665	2665	18	7,18,31,36
2666	2666	17	1,2,3,5,7,9,16,18,28,31,36
2667	2668	16	1,2,3,5,7,9,15,16,17,18,28,31,36
2669	2669	14	1,2,3,5,7,9,15,16,17,18,28,31,36,38
2670	2670	13	1,2,3,5,7,9,15,16,17,18,28,31,32,36,38
2671	2673	13	34
2674	2674	45	14
2675	2719	82	11
2720	2721	37	11,14
2722	2724	35	11,13,14
2725	2741	32	11,12,13,14
2742	2746	15	11,12,13,14,17
2747	2748	10	11,12,13,14,15,17
2749	2749	8	11,12,13,14,15,17,39,40,41
2750	2750	7	7,11,12,13,14,15,17,38,39,40,41
2751	2751	8	30
2752	2757	23	2,18
2758	2789	53	11
2790	2795	21	11,21
2796	2796	15	11,21,38
2797	2799	14	11,21,36,38
2800	2802	11	2,4,11,12,13,21,36,38
2803	2803	8	1,2,4,10,11,12,13,14,16,17,21,28,36,38
2804	2804	7	1,2,3,4,8,10,11,12,13,14,16,17,21,28,34,36,37,38,39
2805	2805	7	36
2806	2806	6	11,35,36,37,38
2807	2811	19	26
2812	2820	26	11
2821	2825	17	11,13,14
2826	2829	12	11,13,14,29
2830	2835	29	35
2836	2838	23	6,35
2839	2868	63	11
2869	2886	36	28
2887	2889	18	3,28
2890	2895	15	3,13,28
2896	2898	23	31,35
2899	2906	23	7
2907	2910	15	6,7
2911	2912	11	6,7,11,32
2913	2913	9	6,7,11,30,32
2914	2915	10	2
2916	2919	12	23
2920	2924	26	19
2925	2931	21	19,20
2932	2943	20	8
2944	2944	8	8,16
2945	2953	40	12,14
2954	2970	31	12,13,14
2971	2976	14	11,12,13,14
2977	2977	8	8,9,11,12,13,14,29,30,31,37,38
2978	2978	8	12,15,19,26,27,32
2979	2979	8	23
2980	2980	9	41
2981	2981	45	5
2982	2985	44	5,6
2986	2986	40	5,6,29
2987	2989	39	1,5,6,29
2990	2994	36	1,3,5,6,29
2995	3026	43	11
3027	3047	30	3
3048	3048	9	3,29
3049	3054	14	11,14
3055	3056	8	4,11,14
3057	3057	7	9,14,19,42
3058	3059	9	20,35,42
3060	3060	8	40
3061	3061	7	29,34,40
3062	3063	14	2
3064	3077	47	11
3078	3078	47	12
3079	3083	46	12,13
3084	3099	41	12,13,14
3100	3100	25	12,13,14,31
3101	3103	24	7,8,9,10,12,13,14,16,17,29,30,31
3104	3108	21	7,8,9,10,12,13,14,16,17,27,29,30,31
3109	3110	16	7,8,9,10,12,13,14,16,17,26,27,29,30,31
3111	3111	14	7,8,9,10,12,13,14,16,17,26,27,29,30,31,37
3112	3112	13	7,8,9,10,11,12,13,14,16,17,18,20,22,23,25,26,27,29,30,31,35,37
3113	3113	12	7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,25,26,27,29,30,31,35,37
3114	3114	11	7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,25,26,27,29,30,31,34,35,37
3115	3115	10	7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,26,27,29,30,31,34,35,37
3116	3117	9	7,8,9,10,11,12,13,14,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,34,35,37
3118	3118	10	1,3,6
3119	3119	9	1,3,6,13
3120	3120	10	38
3121	3121	10	33
3122	3123	11	41
3124	3124	9	2,41
3125	3125	8	2,21,36,41
3126	3127	9	20,26,30,31,34
3128	3128	8	4
3129	3129	8	3,6
3130	3130	7	3,6,11,14,20,25,41
3131	3131	9	38
3132	3132	8	37,38
3133	3133	7	26,37,38,40,42
3134	3135	19	14,27,29
3136	3140	18	34
3141	3141	13	8,34
3142	3142	12	2,8,34
3143	3143	16	17
3144	3148	15	5,17
3149	3150	13	26
3151	3160	17	12
3161	3161	10	24
3162	3162	9	7,10,21,24
3163	3163	9	16,23
3164	3164	8	16,23,35,39,40
3165	3165	9	26
3166	3166	9	22,23
3167	3174	45	11
3175	3191	37	11,13
3192	3192	20	11,13,21
3193	3195	19	11,13,14,21
3196	3198	16	11,13,14,21,28
3199	3200	13	8,10,11,13,14,19,20,21,26,28,29
3201	3201	11	5,8,9,10,11,13,14,19,20,21,26,28,29,33
3202	3202	10	5,8,9,10,11,12,13,14,19,20,21,26,28,29,33
3203	3205	10	1,18
3206	3206	8	39,40,42
3207	3207	9	31,34,35
3208	3210	9	2,37,38
3211	3211	7	16
3212	3212	7	2
3213	3213	12	9,21
3214	3216	11	9,18,21
3217	3218	10	17
3219	3219	8	17,27
3220	3220	8	2,3,4,26
3221	3222	10	31
3223	3225	11	6
3226	3226	26	18,21
3227	3227	25	8,18,21
3228	3229	24	8,18,19,21
3230	3243	79	11
3244	3285	65	11,12,13
3286	3291	23	11,12,13,34,35
3292	3309	39	20
3310	3320	26	21
3321	3323	15	21,41
3324	3324	12	21,39,41
3325	3328	26	11,12,14
3329	3332	22	11,12,13,14
3333	3336	18	11,12,13,14,31
3337	3337	17	37
3338	3344	16	36,37,38
3345	3346	9	7,22,36,37,38
3347	3347	7	7,16,20,22,36,37,38,40,42
3348	3348	7	3
3349	3349	7	19,35
3350	3350	8	38
3351	3351	7	29,38
3352	3358	26	13
3359	3360	19	6,13,26,31
3361	3374	22	11
3375	3376	8	11,41
3377	3420	114	12
3421	3462	70	12,14
3463	3465	28	11,12,14
3466	3467	25	8,9,10,11,12,14
3468	3489	33	30
3490	3491	14	18
3492	3492	18	12
3493	3493	20	15,17
3494	3496	19	3,4,6,15,17
3497	3497	16	3,4,5,6,15,17
3498	3498	15	1,3,4,5,6,15,17,19,20,21,22,24,25,34
3499	3501	17	27
3502	3508	14	27,30
3509	3509	7	2,16,27,30,40
3510	3510	7	14,15,20
3511	3511	7	23
3512	3512	9	32
3513	3513	8	12,13,32
3514	3517	26	11
3518	3520	22	11,12
3521	3528	19	11,12,13
3529	3529	11	9,10,11,12,13
3530	3530	10	9,10,11,12,13,17
3531	3533	9	9,10,11,12,13,15,17
3534	3534	8	36
3535	3535	8	30,38,42
3536	3536	9	37
3537	3538	8	34,37
3539	3539	7	35
3540	3540	8	4,5,6,19,20,21,26,32,33,39,41
3541	3542	7	4,5,6,9,11,13,15,17,19,20,21,26,32,33,39,41
3543	3543	6	31
3544	3544	8	30
3545	3545	22	3,22
3546	3547	21	3,8,22
3548	3548	34	12
3549	3564	33	11,12
3565	3574	17	11,12,13,14
3575	3575	8	5,7,15,17,22,24,27,29,31,34,35
3576	3576	7	5,7,8,9,10,15,17,18,22,24,27,29,31,34,35,38
3577	3577	7	17
3578	3578	10	13
